"전철역코드","전철역명","전철역명_영문","호선","외부코드","사이버스테이션","관리소코드","관리소명","개통일","전화번호","FAX번호","우편번호","주소","현장민원소","관광안내소","문화공간","항공권판매","장애인시설","만남의장소","주차장","자전거보관소","무인민원발급기","역무실","수유방","엘레베이터","에스컬레이터","휠체어리프트시설","스피드게이트","화장실","역명한자","유래","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"1309","상봉","Sangbong","G","P120","2722","410000","철도청구간","","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","","518665","1137145","37.596362","127.085032"
"1309","상봉","Sangbong","G","P120","2722","410000","철도청구간","","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","","518665","1137145","37.596362","127.085032"
"1309","상봉","Sangbong","G","P120","2722","410000","철도청구간","","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","○ 상봉동은 조선시대부터 유래하는 상리(上里)와 봉황동(鳳凰洞)의 자연부락을 통합하여 상리의 상(上)자와 봉황동의 봉(鳳)자를 따서 上鳳里라고 붙인데서 유래한다.<br /> ○ 중앙선과 경춘선 7호선이 환승하는 상봉역은 동북부 교통의 요충지로 이 지역의 동명과 터미널의 이름을 병기하여 불린다.","518665","1137145","37.596362","127.085032"
"1202","상봉","Sangbong","K","K120","2722","410000","철도청구간","2005-12-16 14:19:2","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","","518665","1137145","37.596362","127.085032"
"1202","상봉","Sangbong","K","K120","2722","410000","철도청구간","2005-12-16 14:19:2","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","","518665","1137145","37.596362","127.085032"
"1202","상봉","Sangbong","K","K120","2722","410000","철도청구간","2005-12-16 14:19:2","02-432-7783","","02098","서울특별시 중랑구 망우로 297","","","","","","","","","","","N","","","","","게이트 내부","上鳳","○ 상봉동은 조선시대부터 유래하는 상리(上里)와 봉황동(鳳凰洞)의 자연부락을 통합하여 상리의 상(上)자와 봉황동의 봉(鳳)자를 따서 上鳳里라고 붙인데서 유래한다.<br /> ○ 중앙선과 경춘선 7호선이 환승하는 상봉역은 동북부 교통의 요충지로 이 지역의 동명과 터미널의 이름을 병기하여 불린다.","518665","1137145","37.596362","127.085032"
"2722","상봉","Sangbong","7","720","2722","350550","대공원역무관리소","1996-10-11 00:00:00","02-6311-7201","435-2494","02098","서울특별시 중랑구 망우로 297","N","N","N","Y","N","N","N","Y","","","Y","","","","","게이트 외부","上鳳","","518665","1137145","37.596362","127.085032"
"2722","상봉","Sangbong","7","720","2722","350550","대공원역무관리소","1996-10-11 00:00:00","02-6311-7201","435-2494","02098","서울특별시 중랑구 망우로 297","N","N","N","Y","N","N","N","Y","","","Y","","","","","게이트 외부","上鳳","","518665","1137145","37.596362","127.085032"
"2722","상봉","Sangbong","7","720","2722","350550","대공원역무관리소","1996-10-11 00:00:00","02-6311-7201","435-2494","02098","서울특별시 중랑구 망우로 297","N","N","N","Y","N","N","N","Y","","","Y","","","","","게이트 외부","上鳳","○ 상봉동은 조선시대부터 유래하는 상리(上里)와 봉황동(鳳凰洞)의 자연부락을 통합하여 상리의 상(上)자와 봉황동의 봉(鳳)자를 따서 上鳳里라고 붙인데서 유래한다.<br /> ○ 중앙선과 경춘선 7호선이 환승하는 상봉역은 동북부 교통의 요충지로 이 지역의 동명과 터미널의 이름을 병기하여 불린다.","518665","1137145","37.596362","127.085032"
"2624","상수","Sangsu","6","623","2624","350350","삼각지역무관리소","2000-12-15 00:00:00","02-6311-6231","","04049","서울특별시 마포구 독막로 지하 85","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","上水","○ 상수동의 옛 지명은 서강방 수일리계였는데 한일합방 후 서강면 상수일리가 되었다가 상수동으로 개칭되어 오늘에 이르렀으며 상수동이란 동명은 강가의 마을 중에서 가장 위쪽에 있다해서 붙여진 이름이다.<br /> ○ 일대 홍대 주변 한강조망권 주변 카페촌이 유명하다.","482785","1123665","37.547716","126.922852"
"0207","상왕십리","Sangwangsimni","2","207","0207","120700","동대문서비스센터","1983-09-16 00:00:00","02-6110-2071","6110 - 2079","04701","서울특별시 성동구 왕십리로 지하 374","N","N","N","N","N","Y","N","Y","N","Y","N","Y","N","N","Y","게이트 외부","上往十里","○ 역이 위치한 동명에서 유래한 것으로 상왕십리는 왕십리 위쪽에 자리잡고 있어 칭하게 되었다.<br /> ○ 왕십리 동명은 조선 초 국사였던 무학대사가 도읍지를 정하려고 이곳까지 와서 살피던 중 도선대사의 변신인 늙은 농부로 부터 십리(10리)를 더 가라는 가르침을 받았기 때문에 유래되었다.","506303","1128363","37.564354","127.029354"
"2643","상월곡","Sangwolgok","6","642","2643","350450","석계역무관리소","2000-08-07 00:00:00","02-6311-6421","","02773","서울특별시 성북구 화랑로 지하 157","N","N","N","N","N","N","N","Y","","","Y","","","","","게이트 외부","上月谷","○ 상월곡동은 이 지역 천장산의 형세가 마치 반달과 같다하여 그 산에 접해있는 마을을 "다릿굴(골)"이라 부르는데서 유래 이중 높은 지대에 위치한 지역을 "웃다릿골(上月谷里)" 아래지역을 "아랫다릿골(下月谷里)"이라 불렀는데 1894년 갑오개혁때 월곡상리로 명명. 이후 1914년 경기도 고양군 상월곡리가 되어 현재에 이르렀다.","510502","1140015","37.606377","127.048491"
"2554","상일동","Sangil-dong","5","553","2554","350250","강동역무관리소","1995-11-15 00:00:00","02-6311-5531","","05223","서울특별시 강동구 고덕로 지하 359","N","N","N","N","Y","Y","N","Y","","","N","","","","","게이트 외부","上一洞","○ 상일동과 하일동의 사이를 흐르는 게내(川)의 위쪽이므로 이름을 따서 상일동이라 칭한다.","536415","1126182","37.556712","127.166417"
"1322","상천","Sangcheon","G","P133","1322","410000","철도청구간","","031-585-8874","","12449","경기도 가평군 청평면 상천역로 29","","","","","","","","","","","N","","","","","게이트 외부","上泉","","599927","1185665","37.770246","127.454821"
"4317","상현","Sanghyeon","S","D17","4317","350750","신분당선","","","","","","","","","","","","","","","","N","","","","","게이트 외부","上峴","","","","37.297664","127.069342"
"4609","새말","Sae-mal","U","U119","4609","410000","의정부경전철","2014-12-06 00:00:00","031-820-1000","","11777","경기도 의정부시 장곡로 551","","","","","","","","","","","N","","","","","게이트 내부","새말","조선 성종(成宗)의 열 번째 아들 경명군(景明君)의 후손들이 이 곳에 와서 마을을 새로 개척해 살기 시작 하여 붙여진 이름","513990","1179480","37.748885","127.063620"
"2617","새절","Saejeol","6","616","2617","350300","성산역무관리소","2000-12-15 00:00:00","02-6311-6161","","03442","서울특별시 은평구 증산로 지하 400","","","","","","","","Y","","","N","","","","","게이트 외부","새절","○ ‘새절’은 새로운 절이 있는 곳이라는 뜻으로서 새로울 '신(新)' 절 '사(寺)'자가 인용되어 새절이라 한다. 신사(新寺)는 경성부까지는 은평면 신사리로 되었다가 1950년대에 신사리가 신사동으로 바뀌면서 현재에 이르기까지 신사라 부르고 있다.<bt /> ○ 강남구 신사동에 있는 서울 지하철 3호선 신사(新沙)역과 역명이 중복되는 문제를 방지하기 위해 신사(新寺)를 고유어로 풀이한 새절을 역명으로 신사를 병기역명으로 사용하였다.","480680","1135812","37.591148","126.913629"
"4116","샛강","Saetgang","9","916","4116","410000","9호선구간","2009-7-24","02-2656-0916","","07324","서울특별시 영등포구 의사당대로 지하 166","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 외부","샛강","","483932","1115178","37.517274","126.928422"
"1263","서강대","Sogang Univ.","K","K313","1263","410000","철도청구간","","1544-7788","","04100","서울특별시 마포구 서강로 지하 118","","","","","","","","","","","N","","","","","게이트 외부","西江大","","485615","1124847","37.551881","126.935711"
"3210","서구청","Seo-gu Office","I2","I210","3210","","","2016-07-30","032-451-4310","032-451-4340","","인천광역시 서구 심곡동 7-4","","","","","","","","","","","Y","","","","","","西區廳","○ 서구청역은 그 이름에서 나타나듯이 서구청(西??)이 위치한 곳이다. 1988년 1월 1일 인천시 북구에서 서구가 분구되면서 행정 사무를 시작해 1995년 1월 1일 인천광역시 서구로 변경 2001년 현재 14개 행정동을 관할하는 자치 행정기관이다. 인천지하철 2호선의 개통으로 새로운 경제 사회 문화의 중심지로 떠오르고 있다.","","","37.543742","126.676787"
"2533","서대문","Seodaemun","5","532","2533","350150","공덕역무관리소","1996-12-30 00:00:00","02-6311-5321","","03181","서울특별시 종로구 통일로 지하 126","N","N","N","N","Y","N","N","Y","","","N","","","","","게이트 외부","西大門","○ 중국과 통하는 의주로의 관문으로 도성 서쪽의 정문이다.<br /> ○ 서대문의 정식명칭은 돈의문이며 새로운 문이란 뜻으로 새 문 신문이라고도 불린다.","492467","1128777","37.565773","126.966641"
"1749","서동탄","Seodongtal","1","P157-1","1749","410000","철도청구간","2010-2-25 15:18:53","031-613-9581","","18111","경기도 오산시 외삼미로15번길 75-60","","","","","","","","","","","N","","","","","게이트 외부","西東灘","","511347","1026050","37.195504","127.051672"
"3214","서부여성회관","West Woman’s Community Center","I2","I214","3214","","","2016-07-30","032-451-4314","032-451-4344","","인천광역시 서구 석남동 629","","","","","","","","","","","Y","","","","","","西部女性會館","○ 서부여성회관은 인천 서부권역의 양성평등 실현과 여성능력계발을 통한 사회참여  확대를 위해 2010년 3월에 건립되었다.여성의 직업능력계발을 위한 취업 · 창업지원 교육에서부터  IT 교육 어학 전문 교육  및   교양 · 문화아카데미에 이르기까지 명실상부한 여성사회교육기관으로서 그 중추적 역할을 담당하고 있으며 생활체육문화 활성화를 위한 수영장 · 헬스장 운영 여성의 사회진출을 돕기위한 취업상담센터 어린이집 등을 운영하여 가정과 여성이 행복한 사회를 만드는데 앞장서고 있다.","","","37.506193","126.676203"
"1009","서빙고","Seobinggo","K","K112","1009","410000","철도청구간","","02-795-0778","","04428","서울특별시 용산구 서빙고로 238","N","N","N","N","N","N","N","N","","","N","","","","","게이트 내부","西氷庫","조선시대(영조 17년) 서쪽에 위치한 얼음창고라 해서 서빙고라 했고 1910년 10월 15일 경원선 개통 영업개시와 함께 서빙고역이라 불리움","497257","1115882","37.519594","126.988537"
"0426","서울","Seoul","4","426","0150","115100","시청영업소","1985-10-18 0:0:0","02-6110-4261","6110 - 4269","04323","서울특별시 용산구 한강대로 지하 392","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","게이트 외부","서울","","493365","1125595","37.554648","126.972559"
"0426","서울","Seoul","4","426","0150","115100","시청영업소","1985-10-18 0:0:0","02-6110-4261","6110 - 4269","04323","서울특별시 용산구 한강대로 지하 392","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","게이트 외부","서울","○ 우리나라 서울의 중앙역인 서울역이 인근에 위치한데서 유래하였다.<br /> ○ 1900년 남대문역으로 출발한 서울역은 우리나라 철도의 대표적인 역으로 주요 철도의 시발점이자 종착역이다.  1923년 경성역으로 개칭되었으나 광복 후에 서울역으로 불려지게 되었다.","493365","1125595","37.554648","126.972559"
"0150","서울","Seoul","1","133","0150","115100","시청영업소","1985-10-18 0:0:0","02-6110-1331","6110 - 1339","04527","서울특별시 중구 세종대로 지하 2","N","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","게이트 외부","서울","","493365","1125595","37.554648","126.972559"
"0150","서울","Seoul","1","133","0150","115100","시청영업소","1985-10-18 0:0:0","02-6110-1331","6110 - 1339","04527","서울특별시 중구 세종대로 지하 2","N","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","게이트 외부","서울","○ 우리나라 서울의 중앙역인 서울역이 인근에 위치한데서 유래하였다.<br /> ○ 1900년 남대문역으로 출발한 서울역은 우리나라 철도의 대표적인 역으로 주요 철도의 시발점이자 종착역이다.  1923년 경성역으로 개칭되었으나 광복 후에 서울역으로 불려지게 되었다.","493365","1125595","37.554648","126.972559"
"1291","서울","Seoul","A","A01","0150","410000","코레일공항철도 구간","","032-745-7400","032-745-8899","04301","서울특별시 용산구 청파로 378","","","","","","","","","","","N","","","","","게이트 내부외부","서울","","493365","1125595","37.554648","126.972559"
"1291","서울","Seoul","A","A01","0150","410000","코레일공항철도 구간","","032-745-7400","032-745-8899","04301","서울특별시 용산구 청파로 378","","","","","","","","","","","N","","","","","게이트 내부외부","서울","○ 우리나라 서울의 중앙역인 서울역이 인근에 위치한데서 유래하였다.<br /> ○ 1900년 남대문역으로 출발한 서울역은 우리나라 철도의 대표적인 역으로 주요 철도의 시발점이자 종착역이다.  1923년 경성역으로 개칭되었으나 광복 후에 서울역으로 불려지게 되었다.","493365","1125595","37.554648","126.972559"
"1251","서울(경의중앙선)","Seoul (Gyeong-ui)","K","P313","1251","410000","철도청구간","","02-752-4251","","04320","서울특별시 용산구 한강대로 405","","","","","","","","","","","N","","","","","게이트 외부","서울","","493365","1125595","37.556328","126.969522"
"0228","서울대입구","Seoul Nat'l Univ.","2","228","0228","122700","구로디지털서비스센터","1983-12-17 00:00:00","02-6110-2281","6110 - 2289","08787","서울특별시 관악구 남부순환로 지하 1822","Y","N","N","N","N","Y","N","N","Y","Y","N","Y","Y","N","Y","게이트 외부","서울大入口","○ 역세권내 서울대학교와 관악구청이 있어 서울대입구(관악구청) 역이라 명명하였다.","489440","1105242","37.481247","126.952739"
"1847","서울숲","Seoul-forest","B","K211","1847","410000","코레일구간","2012-10-4 9:00:00","02-519-5560","","04769","서울특별시 성동구 왕십리로 지하 77","","","","","","","","","","","N","","","","","게이트 외부","서울숲","","509642","1122580","37.543617","127.044707"
"1722","서정리","Seojeong-ri","1","P163","1722","","","2005-1-27 15:13:38","031-662-7788","","17783","경기도 평택시 탄현로 51","","","","","","","","","","","N","","","","","게이트 외부","西井里","이 일대에 서둔물이라는 좋은 우물 3개가 있어 명명되어진 데서 유래","511607","987472","37.056496","127.052819"
"0224","서초","Seocho","2","224","0224","122400","구로디지털서비스센터","1983-12-17 00:00:00","02-6110-2241","6110 - 2249","06590","서울특별시 서초구 서초대로 지하 233","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","瑞草","○ 역이 위치한 동명에서 유래한 것으로 서초동은 과거 서리풀이 무성한 곳이라하여 이름 붙여졌다.","501595","1108160","37.491897","127.007917"
"1855","서현","Seohyeon","B","K228","1855","410000","코레일구간","","031-703-7788","","13591","경기도 성남시 분당구 성남대로 지하 601","","","","","","","","","","","N","","","","","게이트 외부","書峴","","527192","1078555","37.385126","127.123592"
"1018","석계","Seokgye","1","120","1018","410000","철도청구간","","02-943-7788","","01895","서울특별시 노원구 화랑로 341","","","","","","","","","","","N","","","","","게이트 내부","石溪","","514452","1142315","37.614805","127.065851"
"1018","석계","Seokgye","1","120","1018","410000","철도청구간","","02-943-7788","","01895","서울특별시 노원구 화랑로 341","","","","","","","","","","","N","","","","","게이트 내부","石溪","석관동(石串洞)과 월계동(月溪洞)의 경계지역에 위치하여 석관동의 첫글자인 石자와 월계동의 두 번째 글자인 溪자를 조합하여 제정됨.","514452","1142315","37.614805","127.065851"
"2645","석계","Seokgye","6","644","1018","350450","석계역무관리소","2000-08-07 00:00:00","02-6311-6441","","01914","서울특별시 노원구 화랑로 지하 347-1","","","","Y","","","Y","Y","","","N","","","","","게이트 내부","石溪","","514452","1142315","37.614805","127.065851"
"2645","석계","Seokgye","6","644","1018","350450","석계역무관리소","2000-08-07 00:00:00","02-6311-6441","","01914","서울특별시 노원구 화랑로 지하 347-1","","","","Y","","","Y","Y","","","N","","","","","게이트 내부","石溪","석관동(石串洞)과 월계동(月溪洞)의 경계지역에 위치하여 석관동의 첫글자인 石자와 월계동의 두 번째 글자인 溪자를 조합하여 제정됨.","514452","1142315","37.614805","127.065851"
"3213","석남","Seongnam(Geobuk Market)","I2","I213","3213","","","2016-07-30","032-451-4313","032-451-4343","","인천시 서구 석남동 629","","","","","","","","","","","Y","","","","","","石南(邱市場)","○ 석남동은 원래 부평군 모월곶면 고잔리 가정리 신현리였으나 1940년에 인천부에 편입되면서 석남리는 촌상정으로 가정리는 천대전정으로 신현리는 현무정으로 되었으며 1977년 석남 가정 신현동 일부가 통합되었다. 이고장은 “봉우재” “번지지” “가정” “고잔” 웃우물”등이 있다.","","","37.506193","126.676203"
"3220","석바위시장","Seokbawi Market","I2","I220","3220","","","2016-07-30","032-451-4320","032-451-4350","","인천광역시 남구 주안동 1597","","","","","","","","","","","Y","","","","","","石岩市場","○ 근처 석바위시장과 석바위공원 사이에 위치하여 시장과 연계해 상권의 활성화를 도모하기 위한 역이다.","","","37.457611","126.692575"
"1704","석수","Seoksu","1","P145","1704","410000","철도청구간","","031-472-7788","","13906","경기도 안양시 만안구 경수대로 1431","","","","","","","","","","","N","","","","","게이트 내부외부","石水","이 마을에 석공들이 많이 살아 석수동이라 한데서 유래됨.","478195","1092480","37.435047","126.902295"
"3222","석천사거리","Seokcheon Sageori","I2","I222","3222","","","2016-07-30","032-451-4322","032-451-4352","","인천광역시 남동구 구월동 73-3","","","","","","","","","","","Y","","","","","","石泉十字路口","○ 인천시청 후문에서 간석동 방향으로 내려오다 보면 바로 석천사거리가 나온다. ‘석천(石泉)’이란 글자 그대로 ‘돌샘’ 또는 ‘돌우물’이라는 뜻인데 옛날 이곳에 향기가 나는 돌우물이 있었고 이 때문에 돌샘마을이라 불렸던 동네가 있었다는 전설에서 붙게 된 이름이다.","","","37.456805","126.709986"
"2816","석촌","Seokchon","8","815","2816","350700","잠실역무관리소","1996-11-23 00:00:00","02-6311-8151","","05616","서울특별시 송파구 송파대로 지하 439","","","","","","","","Y","","","N","","","","","게이트 외부","石村","○ 송파구 석촌동은 병자호란때 조선을 침입한 청군이 진지를 만들기 위해 돌을 옮겨다 놓아 이곳에 돌이 많게 되어 주민들은 돌이 많은 마을이라는 뜻으로 「돌마리」라고 불렀다. 이것이 한자음으로 「석촌」으로 표기되고 현재의 이름이 되었다.","523577","1112057","37.505431","127.106979"
"0220","선릉","Seolleung","2","220","0220","121800","종합운동장영업소","1982-12-23 0:0:0","02-6110-2201","6110 - 2209","06212","서울특별시 강남구 테헤란로 지하 340","N","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","Y","게이트 외부","宣陵","","510742","1111880","37.504503","127.049008"
"0220","선릉","Seolleung","2","220","0220","121800","종합운동장영업소","1982-12-23 0:0:0","02-6110-2201","6110 - 2209","06212","서울특별시 강남구 테헤란로 지하 340","N","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","Y","게이트 외부","宣陵","○ 역 인근에 조선 성종과 계비 정현왕후 윤씨를 모신 선릉과 중종을 모신 정릉이 있어 이곳을 삼릉공원 또는 선정릉이라 부르는데 이 이름을 따서 선릉역으로 명명하였다.","510742","1111880","37.504503","127.049008"
"1023","선릉","Seolleung","B","K215","0220","410000","코레일구간","2004-6-23 1:57:40","02-568-7715","","06212","서울특별시 강남구 테헤란로 지하 340","N","N","N","Y","N","Y","N","N","Y","","N","","","","","게이트 외부","宣陵","","510742","1111880","37.504503","127.049008"
"1023","선릉","Seolleung","B","K215","0220","410000","코레일구간","2004-6-23 1:57:40","02-568-7715","","06212","서울특별시 강남구 테헤란로 지하 340","N","N","N","Y","N","Y","N","N","Y","","N","","","","","게이트 외부","宣陵","○ 역 인근에 조선 성종과 계비 정현왕후 윤씨를 모신 선릉과 중종을 모신 정릉이 있어 이곳을 삼릉공원 또는 선정릉이라 부르는데 이 이름을 따서 선릉역으로 명명하였다.","510742","1111880","37.504503","127.049008"
"1450","선바위","Seonbawi","4","435","1450","410000","철도청구간","","02-502-1356","","13815","경기도 과천시 중앙로 지하 440","","","","","","","","","","","N","","","","","게이트 외부","선바위","원지명 하리로써 하천에 수양버들이 길게 늘어지며 노인들은 장기 및 바둑을 두고 신선놀이를 즐겼으며 아동들은 개천에서 물놀이를 즐겼는데 이 개천 한가운데에 큰 바위가 있었으며 마치 세워놓은 바위 같다고 하여 선바위라 불리워졌다.","500385","1097110","37.451673","127.002303"
"4112","선유도","Seonyudo","9","912","4112","410000","9호선구간","2009-7-24","02-2656-0912","","07205","서울특별시 영등포구 양평로 지하 124","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 외부","仙遊島","","476232","1121000","37.538020","126.893525"
"1850","선정릉","Seonjeongneung","B","K214","1850","410000","코레일구간","2012-10-4 9:00:00","1544-7788","","06153","서울특별시 강남구 선릉로 지하 580","","","","","","","","","","","N","","","","","게이트 외부","宣靖陵","","509542","1113380","37.510980","127.043593"
"1850","선정릉","Seonjeongneung","B","K214","1850","410000","코레일구간","2012-10-4 9:00:00","1544-7788","","06153","서울특별시 강남구 선릉로 지하 580","","","","","","","","","","","N","","","","","게이트 외부","宣靖陵","서울특별시 강남구 선릉로와 봉은사로의 교차로에 있는 도시지하철 구간으로 분당선과 서울 지하철 9호선의 환승역이다. 역명은 제정심의 때 신선릉역이 거론되었으나 일부 문화재와 도시전문가들의 의견 충돌 문제로 재심의되었고 선정릉역으로 최종 확정되었다.","509542","1113380","37.510980","127.043593"
"4127","선정릉","Seonjeongneung","9","927","1850","410000","9호선구간","2015-3-28","02-2656-0927","","06153","서울특별시 강남구 선릉로 지하 580","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 외부","宣靖陵","","509542","1113380","37.510980","127.043593"
"4127","선정릉","Seonjeongneung","9","927","1850","410000","9호선구간","2015-3-28","02-2656-0927","","06153","서울특별시 강남구 선릉로 지하 580","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 외부","宣靖陵","서울특별시 강남구 선릉로와 봉은사로의 교차로에 있는 도시지하철 구간으로 분당선과 서울 지하철 9호선의 환승역이다. 역명은 제정심의 때 신선릉역이 거론되었으나 일부 문화재와 도시전문가들의 의견 충돌 문제로 재심의되었고 선정릉역으로 최종 확정되었다.","509542","1113380","37.510980","127.043593"
"3128","선학","Seonhak","I","I128","3128","310000","인천구간","","032-821-3128","","21910","인천광역시 연수구 경원대로 지하 480","","","","","","","","","","","N","","","","","게이트 외부","仙鶴","○ 선학동은 1903년 구한말에 인천부 구읍면의 도장리라 불리었고 1914년 일제강점기 일본의 행정개편으로 부천구 문학면 학산리에 편입되었으며 1940년 4월 1일부터는 인천부에 편입 무학정으로 변경되었다가 1946년 1월 1일 해방직후에 선학동으로 변경되어 지금까지 사용되고 있다.<br /> ○ 선학동 주변에 있는 문학산은 남북이 좁고 동서가 긴 모양으로 마치 학이 날개를 편 모양이어서 학산이라 불렸으며 학산의 동쪽으로 뻗은 봉우리를 신선이 놀았다는 선유봉이라 불리었고 선유봉의 선자와 학산의 학자를 합쳐서 신선과 학이 어우러지는 마을 "선학동"이라는 이름이 만들어진 것이다.","433222","1090365","37.426684","126.698863"
"1711","성균관대","Sungkyunkwan Univ.","1","P153","1711","410000","철도청구간","","031-293-7788","","16360","경기도 수원시 장안구 서부로 2149","","","","","","","","","","","N","","","","","게이트 내부","成均館大","","493610","1054955","37.300349","126.970750"
"4316","성복","Seongbok","S","D16","4316","350750","신분당선","","","","","","","","","","","","","","","","N","","","","","게이트 외부","星福","","","","37.313335","127.080100"
"0211","성수","Seongsu","2","211","0211","121100","성수영업소","1980-10-31 0:0:0","02-6110-2111","6110 - 1349","04782","서울특별시 성동구 아차산로 100","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","게이트 외부","聖水","○ 역이 위치한 지명에서 유래된 것으로 이곳에 항상 맑은 물이 흐르고 성덕정(聖德亭)이라는 정자가 있어 성수(聖水)라는 지명으로 불리게 되었다.","512172","1122866","37.544581","127.055961"
"0418","성신여대입구","Sungshin Women's Univ.","4","418","0418","141700","상계서비스센터","1985-04-20 00:00:00","02-6110-4181","6110 - 4189","02845","서울특별시 성북구 동소문로 지하 102","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","게이트 외부","誠信女大入口","","503476","1136257","37.592624","127.016403"
"0418","성신여대입구","Sungshin Women's Univ.","4","418","0418","141700","상계서비스센터","1985-04-20 00:00:00","02-6110-4181","6110 - 4189","02845","서울특별시 성북구 동소문로 지하 102","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","게이트 외부","誠信女大入口","○ 역 인근에 성신여자대학교가 위치하고 있어 명명되었다. 돈암동이란 명칭은 되너미고개 즉 돈암현이 있었기 때문에 유래된 것으로 현재는 미아리고개라고 불리고 있다.","503476","1136257","37.592624","127.016403"
"4711","성신여대입구","Sungshin Women's Univ.","UI","951","0418","","","","","","","","","","","","","","","","","","","","","","","","","","503476","1136257","37.592624","127.016403"
"4711","성신여대입구","Sungshin Women's Univ.","UI","951","0418","","","","","","","","","","","","","","","","","","","","","","","","","○ 역 인근에 성신여자대학교가 위치하고 있어 명명되었다. 돈암동이란 명칭은 되너미고개 즉 돈암현이 있었기 때문에 유래된 것으로 현재는 미아리고개라고 불리고 있다.","503476","1136257","37.592624","127.016403"
"1725","성환","Seonghwan","1","P166","1725","","","2005-1-27 15:16:3","041-581-7788","","31011","충청남도 천안시 서북구 성환읍 성환1로 237-5","","","","","","","","","","","N","","","","","게이트 내부","成歡","1914년 행정구역 통폐합에 따라 이서면  일서면 아산군 삼북면 평택군 동면의 와야리  경기도 양성군 영통면의각 일부를 병합하여 성환도찰방의 이름을 따라 성환면이라 한데서 유래","528022","948422","36.916076","127.126964"
"1715","세류","Seryu","1","P156","1715","410000","철도청구간","2003-4-30 5:0:0","031-238-3089","","16659","경기도 수원시 권선구 정조로 393-1","","","","","","","","","","","N","","","","","게이트 외부","細柳","냇가에 버드나무가 많다 하여 "버드내"라고 불렸다 한데서 유래","502825","1039400","37.245025","127.013222"
"1717","세마","sema","1","P158","1717","","","2005-12-26 9:49:36","031-377-7166","","18106","경기도 오산시 세마역로 88","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","洗馬","","509427","1023707","37.187533","127.043180"
"1510","세종대왕릉","Sejongdaewangneung","KK","K419","1510","","","","","","","","","","","","","","","","","","","","","","","","世宗大王陵","","","","37.295309","127.570938"
"3137","센트럴파크","Central Park","I","I137","3137","310000","인천구간","","032-451-3187","","22004","인천광역시 연수구 인천타워대로 지하 240","","","","","","","","","","","N","","","","","게이트 내부외부","센트럴파크","○ 인근에 송도 센트럴파크가 있어 센트럴파크역으로 명명되었다.","419000","1081040","37.393054","126.634729"
"1880","소래포구","Soraepogu","SU","K253","1880","410000","코레일구간","2012-06-28 00:00:00","031-8077-5522","","21674","인천광역시 남동구 소래역로 51","","","","","","","","","","","N","","","","","게이트 외부","蘇萊浦口","","440955","1083045","37.400950","126.733522"
"1814","소사","Sosa","1","147","1814","410000","철도청구간","","02-2639-3242","","14690","경기도 부천시 소사구 소사로 272","","","","","","","","","","","N","","","","","게이트 외부","素砂","","454610","1105667","37.482753","126.795440"
"1916","소요산","Soyosan","1","100","1916","410000","철도청구간","","031-865-7788","","11307","경기도 동두천시 평화로 2925","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","逍遙山","","513255","1235010","37.948100","127.061034"
"4702","솔밭공원","Solbat Park","UI","942","4702","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4708","솔샘","Solsaem","UI","948","4708","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
