"교육청","소재구","유치원명","설립","우편번호","주소","전화번호","학급수","학생수 계","여 학생수","정규 교원수 계","정규 여 교원수","기간제 교원수 계","기간제 여 교원수","비고"
"동부","중랑구","미광유치원","사립","131-230","서울시 중랑구 용마산로 115나길 7","02-493-4874","4","76","41","9","9","0","0",""
"동부","중랑구","미림유치원","사립","131-848","서울특별시 중랑구 공릉로 65 (묵동미림유치원)","02-974-5300","3","45","27","5","5","0","0",""
"동부","중랑구","봄내유치원","사립","131-818","서울특별시 중랑구 면목로61길 50 (면목동봄내유치원)","02-438-9711","8","172","79","14","14","0","0",""
"동부","중랑구","새샛별유치원","사립","131-802","서울특별시 중랑구 망우로 458 (망우동샛별유치원)","02-433-3668","3","63","29","6","6","0","0",""
"동부","중랑구","새아랑유치원","사립","131-789","서울특별시 중랑구 신내로 127  (신내동)","02-3421-8411","9","228","110","14","14","0","0",""
"동부","중랑구","색동유치원","사립","131-820","서울특별시 중랑구 동일로109길 31 (면목동)","02-435-2714","3","75","44","6","6","0","0",""
"동부","중랑구","서안유치원","사립","131-875","서울특별시 중랑구 동일로140길 15 (중화동서안유치원)","02-435-9413","4","55","20","6","6","0","0",""
"동부","중랑구","세종유치원","사립","131-875","서울특별시 중랑구 동일로 834  (중화동)","02-433-0724","4","72","30","5","4","0","0",""
"동부","중랑구","수산유치원","사립","131-880","서울특별시 중랑구 중랑역로 35-1 수산유치원","02-433-1674","3","65","26","6","6","0","0",""
"동부","중랑구","신일유치원","사립","131-813","서울특별시 중랑구 면목로44길 55 (면목동)","02-493-7962","3","64","32","5","5","0","0",""
"동부","중랑구","아랑유치원","사립","131-880","서울특별시 중랑구 중랑역로 47 (중화동아랑유치원)","02-433-4976","3","52","21","6","6","0","0",""
"동부","중랑구","영은유치원","사립","131-786","서울특별시 중랑구 신내로19길 42  6단지내 영은유치원 (신내동신내아파트)","02-3421-7557","8","208","104","13","12","0","0",""
"동부","중랑구","영진유치원","사립","131-203","서울특별시 중랑구 사가정로 51길 38(면목동)","02-434-1148","4","92","55","7","7","0","0",""
"동부","중랑구","예원유치원","사립","131-783","서울특별시 중랑구 신내로 51 (신내동성원아파트)","02-492-3355","7","167","76","12","12","0","0",""
"동부","중랑구","예지유치원","사립","131-819","서울특별시 중랑구 겸재로27길 71-8 (면목동예지유치원)","02-496-0397","4","46","18","7","7","0","0",""
"동부","중랑구","유리유치원","사립","131-877","서울특별시 중랑구 동일로130길 28  중화동 유리유치원 (중화동유리유치원)","02-495-6957","2","45","18","4","4","0","0",""
"동부","중랑구","윤경유치원","사립","131-764","서울특별시 중랑구 숙선옹주로 91  윤경유치원 (묵동신내아파트)","02-3421-7184","6","148","73","10","10","0","0",""
"동부","중랑구","은성유치원","사립","131-772","서울특별시 중랑구 동일로 752 (중화동한신아파트상가동유치원동)","02-2208-6601","9","243","118","16","16","0","0",""
"동부","중랑구","이루니유치원","사립","131-856","서울특별시 중랑구 신내로7다길 57 (상봉동건영2차아파트)","02-494-9094","9","205","109","14","14","0","0",""
"동부","중랑구","진달래유치원","사립","131-862","서울특별시 중랑구 상봉중앙로 35 (상봉동) 1가길 13","02-434-7993","5","110","62","8","8","0","0",""
"서부","마포구","서울공덕초등학교병설유치원","공립","121-803","서울특별시 마포구 만리재옛길 13 (공덕동공덕초등학교)","02-712-5928","2","51","26","2","2","0","0",""
"서부","마포구","서울마포초등학교병설유치원","공립","121-813","서울특별시 마포구 도화2길 64 (도화동서울마포초등학교)","02-712-1170","4","89","34","4","4","1","1",""
"서부","마포구","서울상암초등학교병설유치원","공립","121-904","서울특별시 마포구 월드컵북로 353 (상암동상암초등학교)","02-376-4110","3","70","35","2","2","1","1",""
"서부","마포구","서울상지초등학교병설유치원","공립","121-904","서울특별시 마포구 월드컵로42길 30 (상암동상지초등학교)","02-303-9009","3","79","39","3","3","2","2",""
"서부","마포구","서울용강초등학교병설유치원","공립","121-809","서울특별시 마포구 백범로17길 9 (대흥동용강초등학교)","02-711-2578","3","55","22","3","3","0","0",""
"서부","마포구","서울창천초등학교병설유치원","공립","121-806","서울특별시 마포구 백범로1길 56 (노고산동창천초등 중학교)","02-703-2014","3","70","21","3","3","2","2",""
"서부","마포구","서울하늘초등학교병설유치원","공립","121-270","서울특별시 마포구 월드컵북로 502-14 (상암동)","02-305-7230","5","122","61","5","5","2","2",""
"서부","서대문구","서울금화초등학교병설유치원","공립","120-040","서울특별시 서대문구 통일로 165 (천연동서울금화초등학교)","02-364-1446","2","45","17","2","2","0","0",""
"서부","서대문구","서울북성유치원","공립","120-821","서울특별시 서대문구 북아현로5나길 86-10 (북아현동서울북성유치원)","02-365-2061","7","107","53","8","8","3","3",""
"서부","서대문구","서울인왕초등학교병설유치원","공립","120-857","서울특별시 서대문구 세무서길 33-9 (홍제동서울인왕초등학교)","02-391-9520","3","68","35","3","3","0","0",""
"서부","서대문구","서울홍제초등학교병설유치원","공립","120-100","서울특별시 서대문구 홍은중앙로 13 (홍은동)","02-396-7239","5","102","55","5","5","2","2",""
"서부","은평구","서울구현초등학교병설유치원","공립","122-946","서울특별시 은평구 갈현로15길 51 (구산동구현초등학교)","02-357-6215","2","52","28","2","2","2","2",""
"서부","은평구","서울서신초등학교병설유치원","공립","122-887","서울특별시 은평구 은평터널로 150 (신사동서신초등학교)","02-3152-1006","2","51","21","2","2","0","0",""
"서부","은평구","서울수색초등학교병설유치원","공립","122-874","서울특별시 은평구 수색로16길 21 (수색동수색초등학교)","02-376-6752","3","65","28","3","3","0","0",""
"서부","은평구","서울신도초등학교병설유치원","공립","122-200","서울특별시 은평구 진관1로 77-23 (진관동신도초등학교)","02-352-3693","3","56","25","3","3","0","0",""
"서부","은평구","서울연광초등학교병설유치원","공립","122-866","서울특별시 은평구 연서로35길 37 (불광동연광초등학교)","02-353-5977","2","43","30","2","2","1","1",""
"서부","은평구","서울연신초등학교병설유치원","공립","122-850","서울특별시 은평구 연서로 347 (불광동)","02-384-0374","2","52","21","2","2","0","0",""
"서부","은평구","서울연은초등학교병설유치원","공립","122-915","서울특별시 은평구 백련산로2길  35","02-302-4593","3","54","21","2","2","1","1",""
"서부","은평구","서울연천초등학교병설유치원","공립","122-862","서울특별시 은평구 연서로34길 22 (불광동연천초등학교)","02-357-3956","2","45","18","2","2","0","0",""
"서부","은평구","서울은명초등학교병설유치원","공립","122-910","서울특별시 은평구 은평로4길 21-9 (응암동서울은명초등학교)","02-359-9510","2","52","31","2","2","1","1",""
"서부","은평구","서울은빛유치원","공립","122-200","서울특별시 은평구 진관3로 73-11 (진관동서울은빛유치원)","02-353-2230","7","142","69","8","8","1","1",""
"서부","은평구","서울은평초등학교병설유치원","공립","122-827","서울특별시 은평구 은평로 239 (녹번동)","02-384-0407","2","51","18","2","2","0","0",""
"서부","은평구","서울진관유치원","공립","122-736","서울특별시 은평구 진관2로 111-16 (진관동)","02-352-9042","7","144","71","8","8","1","1",""
"서부","마포구","꿈터유치원","사립","121-845","서울특별시 마포구 새터산2길 34 (성산동)","02-373-9058","6","114","53","10","10","0","0",""
"서부","마포구","나사렛유치원","사립","121-904","서울특별시 마포구 매봉산로 24  나사렛유치원","02-303-6721","7","134","62","9","9","0","0",""
"서부","마포구","대진유치원","사립","121-843","서울특별시 마포구 성미산로11길 36 (성산동)","02-334-3533","7","140","60","14","14","0","0",""
"서부","마포구","돌샘유치원","사립","121-741","서울특별시 마포구 백범로37길 12 (신공덕동신공덕삼성아파트)","02-713-5472","6","180","98","13","12","0","0",""
"서부","마포구","마포대진유치원","사립","121-868","서울특별시 마포구 성미산로 110 (연남동마포대진유치원)","02-334-0161","11","275","128","22","21","0","0",""
"서부","마포구","마포유치원","사립","121-874","서울특별시 마포구 백범로36길 12-8 (염리동대한예수교장로회마포교회)","02-717-4434","2","76","38","7","7","0","0",""
"서부","마포구","배영유치원","사립","121-837","서울특별시 마포구 잔다리로 6  11 (서교동)","02-334-3405","3","104","52","10","10","0","0",""
"서부","마포구","삼성그린유치원","사립","121-772","서울특별시 마포구 도화길 28 (도화동삼성아파트)","02-3273-3838","6","160","80","11","11","0","0",""
"서부","마포구","삼성아이유치원","사립","121-811","서울특별시 마포구 토정로31길 57-11  549-1 (대흥동대흥동유치원)","02-717-6432","2","30","16","4","4","0","0",""
"서부","마포구","새싹유치원","사립","121-842","서울특별시 마포구 월드컵북로5길 53 53 (서교동새싹유치원)","02-324-9148","6","159","82","13","13","0","0",""
"서부","마포구","새현대유치원","사립","121-771","서울특별시 마포구 새창로 52 (도화동도화동현대아파트)","02-3273-3723","4","22","11","2","2","0","0",""
"서부","마포구","서울연희유치원","사립","121-874","서울특별시 마포구 대흥로24바길 36-16 (염리동서울노인대학)","02-715-3083","3","50","19","6","6","0","0",""
"남부","영등포구","서울영동초등학교병설유치원","공립","150-808","서울특별시 영등포구 국회대로53길 20 (당산동영동초등학교)서울영동초등학교병설유치원","02-2635-0584","3","70","43","2","2","1","1",""
"남부","영등포구","서울영등포초등학교병설유치원","공립","150-091","서울특별시 영등포구 경인로 756 (문래동1가영등포초등학교)","02-2632-9781","3","70","34","3","3","0","0",""
"남부","영등포구","서울영림초등학교병설유치원","공립","150-823","서울특별시 영등포구 시흥대로173길 14 (대림동영림초등학교)","02-834-3041","2","47","32","2","2","2","2",""
"남부","영등포구","서울영중초등학교병설유치원","공립","150-037","서울특별시 영등포구 양산로 185 (영등포동7가영중초등학교)","02-2633-8793","4","74","39","5","5","2","2",""
"남부","영등포구","서울윤중초등학교병설유치원","공립","150-887","서울특별시 영등포구 여의나루로2길 14 (여의도동윤중초등학교)","02-783-0407","3","70","34","2","2","1","1",""
"남부","구로구","개봉샛별유치원","사립","152-816","서울특별시 구로구 개봉로 18  11 개봉성당 내 개봉샛별 유치원 (개봉동)","02-2615-8812","3","70","35","5","5","0","0",""
"남부","구로구","꿀벌유치원","사립","152-875","서울특별시 구로구 디지털로27다길 15 (구로동)","02-857-8545","5","129","64","9","9","0","0",""
"남부","구로구","나비유치원","사립","152-889","서울특별시 구로구 고척로 30 (오류동나비유치원)","02-2612-6237","6","148","76","11","11","0","0",""
"남부","구로구","다솔유치원","사립","152-883","서울특별시 구로구 부일로11길 64 (궁동동양연립) 다솔유치원","02-2688-3852","2","41","22","3","3","0","0",""
"남부","구로구","도현유치원","사립","152-854","서울특별시 구로구 구로동로 28길55 (구로동)","02-863-2205","1","29","10","2","2","0","0",""
"남부","구로구","동부유치원","사립","152-830","서울특별시 구로구 고척로49길   동부골든아파트내 (오류동)","02-2613-8790","6","148","76","11","11","0","0",""
"남부","구로구","동아유치원","사립","152-773","서울특별시 구로구 신도림로 87  동아유치원 (신도림동신도림1차 동아아파트)","02-2677-7539","6","159","90","11","11","0","0",""
"남부","구로구","동정성모유치원","사립","152-895","서울특별시 구로구 경인로 2길 11 (오류동)","02-2684-3624","7","187","93","15","15","0","0",""
"남부","구로구","목원유치원","사립","152-755","서울특별시 구로구 개봉로20길 6  현대아파트 단지내 목원유치원 (개봉동현대아파트)","02-2066-6060","8","170","77","14","13","0","0",""
"남부","구로구","미림유치원","사립","152-810","서울특별시 구로구 개봉로18길 37  미림유치원 (개봉동미림유치원)","02-2612-1006","3","97","59","8","8","0","0",""
"남부","구로구","바니유치원","사립","152-730","서울특별시 구로구 구일로4길 46 (구로동현대연예인아파트)","02-865-4234","3","90","43","11","11","0","0",""
"남부","구로구","버들유치원","사립","152-896","서울시 구로구 오류로 8길 40 버들유치원","02-2614-5393","1","27","10","3","3","0","0",""
"남부","구로구","사랑유치원","사립","152-070","서울특별시 구로구 신도람로 11가길 36","02-2634-7918","6","156","76","11","11","0","0",""
"남부","구로구","새두산유치원","사립","152-764","서울특별시 구로구 도림로 59 (구로동구로두산아파트)","02-854-4133","8","161","76","10","10","0","0",""
"남부","구로구","서울남유치원","사립","152-871","서울특별시 구로구 구로동로17길 37-4 (구로동서울남교회)","02-865-0137","5","119","56","10","10","0","0",""
"남부","구로구","서울아람유치원","사립","152-804","서울특별시 구로구 고척로25길 62 (개봉동)","02-2612-3269","6","127","47","11","11","0","0",""
"남부","구로구","세희유치원","사립","152-787","서울특별시 구로구 도림로 107 (구로동럭키아파트)","02-854-3309","6","120","66","9","9","0","0",""
"남부","구로구","숲속나무유치원","사립","152-903","서울특별시 구로구 서해안로 2201  숲속나무유치원 (오류동)","02-2613-1303","9","80","41","8","8","0","0",""
"남부","구로구","신도유치원","사립","152-869","서울특별시 구로구 구일로2길 45 (구로동신도교회)","02-853-5423","3","77","27","7","7","0","0",""
"남부","구로구","영일유치원","사립","152-801","서울특별시 구로구 남부순환로105길 30  202 (가리봉동)","02-830-0101","0","0","0","","","","","휴원"
"남부","구로구","예쁨유치원","사립","152-906","서울특별시 구로구 부일로1길 125 (온수동초운교회)","02-2615-3145","5","98","36","7","7","0","0",""
"남부","구로구","은별유치원","사립","152-814","서울특별시 구로구 개봉로15길 68-20 (개봉동은별유치원)","02-2612-5983","2","64","29","6","6","0","0",""
"남부","구로구","일신유치원","사립","152-896","서울시 구로구 오류로 22길 일신유치원","02-2612-1432","3","45","20","5","5","0","0",""
"서부","마포구","서울유치원","사립","121-850","서울특별시 마포구 월드컵북로 233-1 (성산동성산시영아파트(성산동))","02-306-1896","8","148","76","11","11","0","0",""
"서부","마포구","서일유치원","사립","121-845","서울특별시 마포구 새터산16길 14 (성산동)","02-308-2112","5","127","63","8","8","0","0",""
"서부","마포구","성결유치원","사립","121-855","서울특별시 마포구 독막로28길 19 (신수동신수동교회)","02-717-1687","3","77","44","5","5","0","0",""
"서부","마포구","신애유치원","사립","121-862","서울특별시 마포구 마포대로21길 34 (아현동신애유치원)","02-362-8114","","","","","","","","휴원"
"서부","마포구","월드유치원","사립","121-904","서울특별시 마포구 월드컵로42길 38 (상암동월드유치원)","02-302-8780","14","343","160","23","23","0","0",""
"서부","마포구","정님유치원","사립","121-871","서울특별시 마포구 백범로25길 99-12 (염리동정님유치원)","02-713-8053","5","100","49","10","9","0","0",""
"서부","마포구","태영유치원","사립","121-764","서울특별시 마포구 독막로 266 (대흥동대흥동태영아파트)","02-3275-7667","4","112","57","9","9","0","0",""
"서부","마포구","홍익대학교사범대학부속유치원","사립","121-866","서울특별시 마포구 성미산로 111 (연남동)","02-3140-1107","10","155","71","8","8","0","0",""
"서부","마포구","홍익유치원","사립","121-824","서울특별시 마포구 방울내로 47 (망원동홍익유치원)","02-334-6029","4","141","64","8","8","0","0",""
"서부","서대문구","경복유치원","사립","120-771","서울특별시 서대문구 세검정로1길 95  단지내 경복유치원 (홍은동홍은동벽산아파트)","02-396-8384","6","84","40","9","9","0","0",""
"서부","서대문구","명지전문대학부속명지유치원","사립","120-848","서울특별시 서대문구 명지2길 37 (홍은동명지전문대학부속명지유치원)","02-302-5296","6","146","69","8","8","6","6",""
"서부","서대문구","벧엘유치원","사립","120-830","서울특별시 서대문구 연희로10길 17-6 (연희동연희교회)","02-333-9941","6","121","56","10","10","0","0",""
"서부","서대문구","삼성유치원","사립","120-810","서울특별시 서대문구 증가로20나길 12 (북가좌동삼성유치원)","02-372-2211","6","141","58","9","8","0","0",""
"서부","서대문구","새나유치원","사립","120-120","서울특별시 서대문구 가재울로 43 (남가좌동남가좌동현대아파트)","02-304-3130","6","146","73","8","8","0","0",""
"서부","서대문구","선재유치원","사립","120-852","서울특별시 서대문구 세검정로4다길 17 (홍제동선재유치원)","02-394-1057","2","62","33","5","5","0","0",""
"서부","서대문구","세종유치원","사립","120-766","서울특별시 서대문구 거북골로16길 36 (북가좌동북가좌삼호아파트)","02-372-0404","6","151","76","10","10","0","0",""
"서부","서대문구","숙명유치원","사립","120-090","서울특별시 서대문구 세무서2길 62 (홍제동홍제원현대아파트유치원동)","02-391-6258","2","48","30","3","1","0","0",""
"서부","서대문구","신촌유치원","사립","120-835","서울특별시 서대문구 신촌로 43  신촌유치원 (창천동신촌장로교회)","02-324-0671","4","125","61","11","11","0","0",""
"서부","서대문구","신현유치원","사립","120-808","서울특별시 서대문구 이화여대8길 28 (대현동신현교회)","02-313-6778","2","59","29","6","6","0","0",""
"서부","서대문구","연유치원","사립","120-806","서울특별시 서대문구 명지대길 39-4 (남가좌동연유치원)","02-307-4091","5","100","52","8","8","0","0",""
"서부","서대문구","예그린유치원","사립","120-861","서울특별시 서대문구 홍제내길 84 (홍제동)","02-391-0291","4","86","43","7","7","0","0",""
"서부","서대문구","이화여자대학교사범대학부속이화유치원","사립","120-750","서울특별시 서대문구 이화여대길 52  부속이화유치원 (대현동이화여자대학교)","02-362-6177","6","146","73","14","14","0","0",""
"서부","서대문구","인왕유치원","사립","120-854","서울특별시 서대문구 통일로32길 23 (홍제동인왕유치원)","02-738-1486","4","53","22","7","7","0","0",""
"서부","서대문구","자연유치원","사립","120-811","서울특별시 서대문구 수색로 100-95 (북가좌동)","02-303-1455","7","144","68","10","9","0","0",""
"서부","서대문구","조은유치원","사립","120-762","서울특별시 서대문구 증가로 191 (남가좌동남가좌삼성아파트)","02-309-4415","5","127","70","9","9","0","0",""
"서부","서대문구","충암유치원","사립","120-800","서울특별시 서대문구 남가좌동 2-3","02-372-8678","6","160","72","7","7","0","0",""
"서부","서대문구","한양제일유치원","사립","120-853","서울특별시 서대문구 통일로25길30 (홍제동홍제한양아파트)","02-737-5182","3","63","36","7","7","0","0",""
"서부","서대문구","해맑은유치원","사립","120-816","서울특별시 서대문구 거북골로21길 55 (북가좌동새중앙어린이집)","02-305-6001","4","30","13","5","4","0","0",""
"서부","서대문구","현대경복유치원","사립","120-090","서울특별시 서대문구 통일로34길 66 (홍제동인왕산현대아파트)","02-396-4271","5","107","49","9","9","0","0",""
"서부","서대문구","현대홍익유치원","사립","120-868","서울특별시 서대문구 모래내로 432 (홍제동홍제동성원아파트)","02-720-3004","5","66","27","9","9","0","0",""
"서부","서대문구","홍제성당유치원","사립","120-857","서울특별시 서대문구 통일로40길 18 (홍제동홍제동천주교회)","02-396-7704","3","76","33","8","8","0","0",""
"서부","은평구","궁전유치원","사립","122-817","서울특별시 은평구 갈현로33길 24 (갈현동갈현동현대아파트)","02-383-1666","4","57","28","5","5","0","0",""
"서부","은평구","녹번유치원","사립","122-905","서울특별시 은평구 은평로16길 11 (응암동응암교회)","02-355-0476","4","82","39","7","7","0","0",""
"서부","은평구","동북유치원","사립","122-200","서울특별시 은평구 진관4로 31","02-389-6596","9","203","94","12","12","0","0",""
"서부","은평구","동산유치원","사립","122-938","서울특별시 은평구 증산서길 88 (증산동동산유치원)","02-302-7679","6","122","56","12","11","0","0",""
"서부","은평구","라라유치원","사립","122-823","서울특별시 은평구 갈현로 170-1 (구산동)","02-355-0105","2","27","13","3","3","0","0",""
"서부","은평구","무지개나라유치원","사립","122-930","서울특별시 은평구 가좌로7다길 13 (응암동무지개나라)","02-302-5255","6","90","32","10","10","0","0",""
"서부","은평구","미림유치원","사립","122-923","서울특별시 은평구 응암로25길 9 (응암동경남빌딩)","02-387-6788","1","26","16","4","4","0","0",""
"서부","은평구","바다의별유치원","사립","122-859","서울특별시 은평구 통일로 790-1 (불광동바다의별유치원)","02-287-0325","5","108","51","6","6","0","0",""
"서부","은평구","배화유치원","사립","122-952","서울특별시 은평구 가좌로7길 9-11 (응암동)","02-306-7223","2","41","16","4","4","0","0",""
"서부","은평구","백합유치원","사립","122-895","서울특별시 은평구 연서로14길 14-5 (역촌동백합유치원)","02-353-0855","5","115","58","9","9","0","0",""
"서부","은평구","보람유치원","사립","122-879","서울특별시 은평구 갈현로4길 42 (신사동보람교회)","02-352-7615","2","75","36","5","4","0","0",""
"서부","은평구","보림유치원","사립","122-960","서울특별시 은평구 연서로17길 35-1 (갈현동보림유치원)","02-389-3023","4","56","22","6","5","0","0",""
"서부","은평구","새별밭유치원","사립","122-885","서울특별시 은평구 증산로17길 61 (신사동새별밭유치원)","02-375-6166","5","57","33","6","6","0","0",""
"서부","은평구","새보람유치원","사립","122-856","서울특별시 은평구 불광로 107 (불광동새보람유치원)","02-358-1019","3","49","19","6","6","0","0",""
"서부","은평구","색동유치원","사립","122-814","서울특별시 은평구 갈현로 212-1 (갈현동색동유치원)","02-353-5671","7","102","50","11","11","0","0",""
"서부","은평구","서문유치원","사립","122-923","서울특별시 은평구 가좌로10길 10 (응암동서문교회)","02-309-7983","1","24","10","3","3","0","0",""
"서부","은평구","선덕유치원","사립","122-913","서울특별시 은평구 백련산로 121 (응암동)","02-383-8749","4","93","59","8","8","0","0",""
"서부","은평구","선일유치원","사립","122-802","서울특별시 은평구 갈현로29길 27 (갈현동)","02-355-2049","5","128","60","6","6","0","0",""
"서부","은평구","성균관유치원","사립","122-801","서울특별시 은평구 연서로27길 23 (갈현동)","02-356-5373","10","166","89","14","14","0","0",""
"서부","은평구","성아유치원","사립","122-918","서울특별시 은평구 응암로14길 21 (응암동성아유치원)","02-303-6004","4","85","45","7","7","0","0",""
"서부","은평구","성온유치원","사립","122-900","서울특별시 은평구 연서로9길 7 (역촌동성온유치원)","02-387-2140","2","40","20","4","4","0","0",""
"서부","은평구","숲유치원","사립","122-200","서울특별시 은평구 진관4로 18-21 (진관동약수사)","02-357-6100","13","237","114","19","19","0","0",""
"서부","은평구","엔젤유치원","사립","122-897","서울특별시 은평구 진흥로7길 25 (역촌동엔젤유치원)","02-355-8868","11","173","89","11","11","0","0",""
"서부","은평구","예원유치원","사립","122-882","서울특별시 은평구 은평로 14 (신사동예원유치원)","02-303-8200","2","48","27","4","3","0","0",""
"서부","은평구","예일유치원","사립","122-819","서울시 은평구  연서로 117","02-357-4536","7","167","83","7","7","2","2",""
"서부","은평구","오색유치원","사립","122-874","서울특별시 은평구 은평터널로1길 3-15 (수색동)3-15","02-306-2676","5","46","22","6","6","0","0",""
"서부","은평구","와우랩유치원","사립","122-920","서울특별시 은평구 응암로28길 34 (응암동은성유치원)","02-359-6966","8","116","61","8","8","0","0",""
"서부","은평구","유정유치원","사립","122-832","서울특별시 은평구 진흥로12길 23 (녹번동유정유치원)","02-354-2411","6","145","67","11","11","0","0",""
"서부","은평구","유진유치원","사립","122-952","서울특별시 은평구 응암로12길 26-10 (응암동유진유치원)","02-308-5262","8","116","54","12","12","0","0",""
"서부","은평구","은정유치원","사립","122-844","서울특별시 은평구 연서로20길 25-1 (대조동은정유치원)","02-352-6858","3","69","32","6","6","0","0",""
"서부","은평구","은혜유치원","사립","122-861","서울특별시 은평구 통일로78가길 20 (불광동학교법인은혜학원)","02-355-3913","7","111","68","6","5","0","0",""
"서부","은평구","자인유치원","사립","122-823","서울특별시 은평구 갈현로 169-9 (구산동)","02-384-0146","2","40","28","5","5","0","0",""
"서부","은평구","즐거운유치원","사립","122-855","서울특별시 은평구 불광로13길 15 (불광동)","02-357-7006","8","204","108","12","12","0","0",""
"서부","은평구","피노키오유치원","사립","122-761","서울특별시 은평구 증산로15길 35 (신사동미성아파트)","02-373-1253","3","118","54","9","9","0","0",""
"서부","은평구","하나유치원","사립","122-736","서울특별시 은평구 진관4로 93 (진관동 5-10)","02-353-7004","13","156","74","15","15","0","0",""
"서부","은평구","하늘유치원","사립","122-200","서울특별시 은평구 진관1로 77-15 .","02-382-5006","13","82","40","10","10","0","0","신설"
"서부","은평구","햇살유치원","사립","122-882","서울특별시 은평구 증산로21길 22 (신사동28-11)","02-302-7123","4","85","45","9","9","0","0",""
"서부","은평구","효림유치원","사립","122-872","서울특별시 은평구 은평터널로 65 (수색동대림한숲타운아파트)","02-308-5176","8","83","38","9","8","0","0",""
"남부","구로구","서울개봉초등학교병설유치원","공립","152-811","서울특별시 구로구 개봉로16길 30-11 (개봉동개봉초등학교)","02-2616-8755","4","75","33","4","4","1","1",""
"남부","구로구","서울고척초등학교병설유치원","공립","152-828","서울특별시 구로구 경서로 35 (고척동)","02-2612-8307","5","122","66","5","5","3","3",""
"남부","구로구","서울구로남초등학교병설유치원","공립","152-849","서울특별시 구로구 디지털로27길 76 (구로동구로남초등학교)","02-853-5025","3","58","32","2","2","1","1",""
"남부","구로구","서울구일초등학교병설유치원","공립","152-868","서울특별시 구로구 구일로 68  서울구일초등학교병설유치원 (구로동구일초등학교)","070-7129-2327","2","52","29","2","2","0","0","신설"
"남부","구로구","서울매봉초등학교병설유치원","공립","152-802","서울특별시 구로구 고척로21길 55 (개봉동매봉초등학교)","02-2616-1803","3","70","41","3","3","1","1",""
"남부","구로구","서울미래초등학교병설유치원","공립","152-838","서울특별시 구로구 새말로 73  (구로동)","02-858-1965","3","70","30","2","2","1","1",""
"남부","구로구","서울세곡초등학교병설유치원","공립","152-834","서울특별시 구로구 고척로33길 34  서울세곡초등학교병설유치원 (고척동세곡초등학교)","02-2060-2686","3","49","28","2","2","1","1","신설"
"남부","구로구","서울신미림초등학교병설유치원","공립","152-887","서울특별시 구로구 신도림로 26 (신도림동신미림초등학교)","02-2676-8626","3","70","29","3","3","1","1",""
"남부","구로구","서울영서초등학교병설유치원","공립","152-847","서울특별시 구로구 도림로20길 57 (구로동영서초등학교)","02-861-6971","3","70","37","2","2","1","1",""
"남부","구로구","서울천왕초등학교병설유치원","공립","152-130","서울특별시 구로구 천왕로1길 11 (천왕동)","070-439-4219","3","80","38","3","3","0","0",""
"남부","구로구","서울하늘숲유치원","공립","152-130","서울특별시 구로구 오리로 1102-19  (천왕동)","02-2625-8003","6","124","58","6","5","2","2","신설"
"남부","금천구","서울독산초등학교병설유치원","공립","153-830","서울특별시 금천구 시흥대로104길 31 (독산동독산초등학교)","02-895-1535","3","69","39","3","3","0","0",""
"남부","금천구","서울두산초등학교병설유치원","공립","153-829","서울특별시 금천구 범안로11길 3 (독산동두산초등학교)","02-893-8632","5","95","48","4","4","2","2",""
"남부","금천구","서울백산초등학교병설유치원","공립","153-846","서울특별시 금천구 시흥대로38길 78 (시흥동백산초등학교)","02-803-5883","3","66","42","3","3","0","0",""
"남부","금천구","서울탑동유치원","공립","153-842","서울특별시 금천구 탑골로 47-3 (시흥동탑동초등학교)","02-894-6056","5","122","52","7","7","2","2",""
"남부","영등포구","서울당중초등학교병설유치원","공립","150-103","서울특별시 영등포구 선유로 131 (양평동3가당중초등학교)","02-2633-1497","3","70","40","2","2","2","2",""
"남부","영등포구","서울대동초등학교병설유치원","공립","150-814","서울특별시 영등포구 대림로21길 6  서울대동초등학교병설유치원 (대림동대동초등학교)","02-835-0796","3","65","28","2","2","1","1",""
"남부","영등포구","서울대방초등학교병설유치원","공립","150-837","서울특별시 영등포구 여의대방로35길 14 (신길동)","02-833-3595","2","51","23","2","2","0","0",""
"남부","영등포구","서울도신초등학교병설유치원","공립","150-815","서울특별시 영등포구 도림로53길 32-9 (대림동도신초등학교)","02-849-0803","3","69","30","3","3","1","1",""
"중부","종로구","세종유치원","사립","110-044","서울특별시 종로구 사직로  8길 9 (필운동)","02-733-1475","3","69","30","6","6","0","0",""
"중부","종로구","연동유치원","사립","110-835","서울특별시 종로구 대학로 3길 9 (종로5가)","02-742-5008","2","33","11","4","4","0","0",""
"중부","종로구","옥인유치원","사립","110-035","서울특별시 종로구 자하문로 69 (옥인동옥인교회)","02-735-3984","3","74","40","6","6","0","0",""
"중부","종로구","운현유치원","사립","110-350","서울특별시 종로구 삼일대로 460 운현유치원","02-742-7790","3","75","38","4","4","0","0",""
"중부","종로구","청룡유치원","사립","110-862","서울특별시 종로구 동망산길 62 (숭인동청룡유치원)","02-742-7782","4","48","15","5","5","0","0",""
"중부","종로구","하나유치원","사립","110-848","서울특별시 종로구 평창길 317 (평창동하나유치원)","02-394-1152","6","152","62","10","10","0","0",""
"중부","종로구","한아름유치원","사립","110-530","서울특별시 종로구 혜화로6길 80 한아름유치원","02-747-2449","3","65","35","7","7","0","0",""
"중부","종로구","혜화유치원","사립","110-530","서울특별시 종로구 창경궁로 296 (혜화동혜화유치원)","02-743-7021","6","157","80","10","10","0","0",""
